7,4,5,4,6,4,2,5,14,4,3,3,5,6,3,7,18,8,3,3,3,3,3,5,5,5,6,4,3,4,4,4,9,3,3,3,6,6,4,6,14,2,2,3,5,7,4,6,16,4,1,4,3,4,4,3,7,6,4,3,3,3,4,2,9,6,4,4,6,4,4,6,14,6,2,6,5,4,3,3,15,2,2,3,3,4,2,5,6,2,2,3,3,3,5,7,9,6,3,6,6,5,3,4,15,8,2,7,4,3,2,6,17,4,1,4,3,3,3,8,7,1,2,4,3,4,4,6,Black_footed_Albatross
10,15,11,10,6,10,12,13,5,10,7,6,4,12,11,10,4,10,10,9,8,11,10,8,6,10,12,12,8,13,10,11,11,16,11,10,8,11,11,13,6,13,8,8,6,11,8,8,6,9,6,12,9,10,11,9,7,12,13,13,10,12,11,10,11,15,11,10,8,8,11,16,6,9,8,11,6,7,10,12,6,7,9,10,9,13,8,10,6,10,10,11,11,14,12,14,10,15,10,8,6,11,11,16,7,13,11,11,5,6,9,13,4,11,10,13,8,10,8,11,7,10,11,13,9,14,11,13,Black_footed_Albatross
11,10,7,8,10,9,9,14,6,8,6,7,8,10,7,9,7,10,7,7,6,7,7,7,9,9,7,7,6,9,8,10,11,10,7,9,12,11,9,13,5,9,6,9,10,11,5,6,9,8,4,9,6,6,6,8,11,11,7,8,7,8,7,9,11,10,8,11,11,8,8,14,5,6,5,12,10,9,7,9,9,6,5,5,6,10,6,9,9,9,7,8,7,9,7,10,11,11,8,11,10,11,7,12,7,9,8,12,8,7,7,12,7,8,7,9,6,8,7,11,9,8,8,11,7,10,7,10,Black_footed_Albatross
12,11,9,6,5,5,7,9,8,8,6,4,3,8,10,9,6,7,6,7,9,10,9,9,8,8,7,10,8,9,8,10,14,13,6,5,6,6,7,10,9,9,6,4,4,6,6,9,6,4,3,8,11,9,8,8,8,5,7,11,10,9,9,8,13,10,6,7,6,4,6,9,10,9,5,8,5,3,4,6,7,6,6,8,10,11,4,4,7,6,6,10,10,11,10,11,11,9,4,7,6,7,7,10,10,13,6,7,4,4,5,9,7,12,8,12,9,9,5,5,9,9,9,14,8,11,9,13,Black_footed_Albatross
11,13,7,7,7,7,6,12,8,9,4,5,5,9,7,11,7,7,5,6,8,9,7,10,7,10,8,8,8,10,7,10,13,13,6,6,8,8,6,12,8,9,5,5,6,9,6,10,7,6,3,10,9,8,8,9,7,11,9,11,10,10,8,7,13,12,8,9,8,6,7,13,9,11,7,10,6,5,5,8,7,7,8,9,8,10,5,7,7,9,7,9,10,12,9,10,12,12,8,8,7,8,6,12,9,13,8,9,4,4,6,11,7,12,7,10,7,8,7,8,8,9,8,12,8,11,9,10,Black_footed_Albatross
12,12,7,7,6,7,7,11,7,8,5,5,5,10,8,12,6,8,6,7,7,10,9,9,8,8,8,9,7,12,9,10,14,13,7,7,6,7,7,12,7,9,6,7,6,9,7,10,7,7,4,10,9,10,9,10,8,9,8,11,10,11,9,8,13,12,8,8,6,5,8,13,8,10,8,11,6,6,7,9,7,8,8,9,9,12,5,8,7,9,8,11,10,12,8,10,12,9,6,7,6,8,8,14,9,11,7,9,5,5,6,13,6,10,8,11,8,9,7,11,8,9,8,12,9,11,7,10,Black_footed_Albatross
15,9,2,8,13,9,4,12,10,7,2,6,8,9,3,9,7,6,2,7,12,9,4,6,12,8,4,10,13,11,3,8,16,10,3,8,14,11,4,11,8,6,2,6,10,10,3,6,7,5,2,12,13,8,4,4,13,10,5,11,14,9,4,7,16,12,4,10,14,7,3,11,8,6,3,10,10,6,3,6,6,3,4,9,13,11,2,5,11,7,3,9,14,11,5,12,16,12,4,10,13,8,2,10,10,10,4,9,8,5,2,10,7,6,3,11,11,9,4,8,12,6,3,12,13,12,4,11,Black_footed_Albatross
10,8,5,5,8,7,7,9,9,7,3,5,7,9,7,10,7,7,5,7,10,9,8,7,6,6,8,8,9,9,8,9,11,8,5,6,9,8,7,9,8,7,4,7,8,9,5,8,8,6,4,10,11,8,7,7,7,9,8,9,10,8,8,7,11,8,6,8,9,5,5,9,9,8,5,10,9,6,4,6,7,7,7,8,11,10,4,5,7,9,9,9,10,9,7,7,11,8,6,7,8,7,4,8,10,12,7,8,7,5,4,8,6,9,8,11,11,9,5,6,7,8,9,11,9,9,8,7,Black_footed_Albatross
10,14,11,8,6,8,8,10,8,12,6,5,5,8,8,10,7,9,6,5,6,7,8,10,5,5,10,7,4,7,10,13,11,13,13,9,7,8,9,9,8,13,9,6,5,8,6,9,8,9,5,8,6,7,10,12,5,7,12,10,6,6,12,9,9,10,11,10,6,5,11,16,9,11,7,8,5,5,8,13,8,9,10,7,6,7,4,10,4,7,13,8,6,7,7,10,10,11,6,7,5,7,11,17,9,14,8,6,4,5,8,17,7,12,8,8,6,7,7,12,5,7,11,9,5,8,9,9,Black_footed_Albatross
12,11,7,8,7,7,6,10,9,7,5,5,4,7,7,11,6,7,5,7,8,9,9,9,9,9,7,9,8,11,8,10,14,12,7,7,7,8,8,11,8,9,6,5,5,8,7,10,7,6,4,10,9,8,8,10,9,10,8,11,10,10,8,7,13,11,7,8,7,6,7,11,9,10,6,9,5,5,6,7,6,8,8,8,9,10,5,6,7,8,8,9,10,11,7,10,12,10,6,7,6,9,7,11,9,13,7,7,5,5,6,10,6,10,8,9,9,9,6,8,8,8,9,11,9,11,8,10,Black_footed_Albatross
12,11,6,8,8,9,7,12,7,7,4,6,6,12,9,11,5,7,6,8,10,11,9,8,8,10,9,11,11,13,8,10,14,13,6,7,9,10,8,13,6,8,5,7,7,11,7,9,6,6,4,11,11,11,9,10,9,12,9,13,13,14,10,9,13,13,8,10,8,7,7,13,7,9,7,12,7,6,6,7,6,8,8,10,11,12,4,6,8,11,9,12,14,14,9,12,13,11,7,9,8,8,6,12,8,12,9,11,6,5,5,9,5,10,8,13,10,10,6,8,9,10,9,14,11,14,9,12,Black_footed_Albatross
12,8,3,6,9,6,3,8,11,8,2,4,6,7,3,8,7,7,4,7,13,10,5,6,10,10,6,8,11,12,5,7,14,8,3,5,11,7,3,9,10,6,3,5,7,8,4,8,6,4,2,11,14,11,6,6,11,11,6,10,13,11,5,6,14,8,3,7,11,5,3,10,10,8,3,8,7,4,3,6,6,5,5,9,14,13,3,4,9,8,5,9,13,13,8,9,14,7,3,7,11,7,3,11,12,10,4,8,6,4,3,10,6,8,5,10,12,10,4,6,11,7,4,9,11,14,6,9,Black_footed_Albatross
15,8,2,7,12,9,4,11,9,6,2,6,9,10,3,8,8,7,3,8,13,8,4,6,11,8,5,9,13,11,4,8,15,9,3,7,13,10,4,11,7,5,2,7,10,10,3,6,7,5,2,10,13,8,4,5,12,10,5,11,14,9,4,7,15,11,4,10,13,6,3,10,7,6,3,10,10,6,3,5,7,4,3,8,13,11,2,5,12,8,4,9,15,10,5,11,16,11,4,9,12,7,2,9,10,9,4,10,8,5,2,9,8,6,3,11,13,9,3,8,13,6,4,11,14,12,5,11,Black_footed_Albatross
14,9,4,8,10,9,6,12,9,7,3,6,7,9,6,9,7,6,5,8,10,9,6,7,9,9,7,10,12,12,6,9,15,11,5,7,11,9,6,11,7,7,4,7,8,9,5,6,7,5,3,10,11,8,6,7,10,11,7,11,13,10,7,8,15,12,7,10,11,6,5,11,8,7,5,11,8,6,4,6,7,6,5,8,11,10,3,5,9,9,7,10,14,11,7,11,15,12,6,10,10,8,4,9,10,11,6,10,6,5,4,9,7,8,5,10,10,9,5,8,10,7,6,12,12,11,7,11,Black_footed_Albatross
6,7,9,9,9,9,10,8,5,5,7,7,9,12,10,8,6,5,10,9,6,6,9,7,7,7,13,10,5,6,8,8,8,8,10,10,11,9,7,9,6,7,7,8,10,12,8,9,6,6,6,13,9,10,11,7,8,9,12,10,7,7,8,7,8,8,9,11,11,6,9,9,6,9,8,13,9,7,9,7,6,6,9,9,9,13,8,7,8,7,7,7,7,10,11,12,8,7,8,8,9,8,10,9,6,7,9,10,7,5,11,8,6,7,7,8,6,8,11,10,7,5,7,7,5,11,14,10,Black_footed_Albatross
4,6,6,10,5,12,9,6,9,8,4,6,3,8,6,12,12,12,4,3,2,4,4,9,5,7,5,3,2,3,3,4,4,3,6,6,6,14,8,6,10,6,5,5,4,12,7,13,13,10,4,4,4,8,7,9,5,9,4,2,3,6,4,3,4,4,6,7,7,8,7,4,10,11,4,10,5,6,6,8,13,8,4,4,4,9,5,9,4,4,4,3,3,7,8,5,5,4,3,8,6,10,7,7,10,11,4,6,4,6,8,11,11,13,4,5,3,5,5,8,4,5,6,4,2,4,9,7,Black_footed_Albatross
8,10,10,12,6,9,8,10,7,11,7,6,4,8,7,10,8,12,7,5,3,5,6,8,7,9,7,4,2,5,7,10,8,12,10,9,8,10,11,12,7,12,8,7,5,8,7,8,11,10,5,7,3,4,7,9,9,10,7,5,3,4,6,7,8,10,11,11,7,8,11,13,7,9,7,10,5,6,8,11,11,8,6,4,3,6,6,10,8,8,7,5,3,5,7,9,8,8,9,9,6,11,10,13,8,10,8,8,3,6,10,16,8,11,7,6,3,5,7,13,7,9,9,6,2,5,7,9,Black_footed_Albatross
12,9,6,8,9,7,5,10,8,6,4,6,9,10,6,9,8,7,6,7,9,7,6,8,9,8,8,8,8,9,6,9,14,11,6,7,11,9,6,12,7,7,5,7,9,10,5,8,8,6,3,10,10,7,7,7,11,10,7,10,10,7,6,8,13,11,6,10,11,6,6,12,8,8,5,10,9,6,5,7,8,6,6,8,10,10,4,6,11,7,5,8,10,8,6,12,13,9,5,9,9,8,6,11,8,10,6,9,8,6,6,10,8,8,5,9,9,8,6,9,11,7,5,9,8,10,7,11,Black_footed_Albatross
11,11,7,8,5,8,10,13,8,8,5,5,4,9,10,13,6,8,7,7,7,9,11,11,7,10,12,9,8,13,12,12,12,11,8,7,6,9,10,13,7,9,6,5,5,9,8,10,7,7,4,9,8,9,11,11,7,11,12,11,10,11,12,9,12,12,9,8,6,6,7,13,8,10,7,8,5,5,6,9,7,9,9,8,8,10,6,8,6,11,10,10,10,12,12,13,12,11,8,7,6,7,7,12,9,13,9,9,4,4,6,12,6,12,10,12,7,8,7,10,7,11,12,13,8,11,11,13,Black_footed_Albatross
12,11,6,9,9,8,6,11,8,8,4,6,7,10,7,9,7,9,5,7,9,8,7,7,9,9,7,9,10,10,7,9,13,12,7,8,10,9,8,12,7,8,5,8,8,11,6,7,7,7,3,11,10,8,7,7,10,11,8,10,11,9,7,8,13,11,8,11,10,6,6,13,7,8,6,11,8,7,5,8,7,6,6,8,10,11,4,7,9,8,6,9,11,11,8,11,13,10,7,9,9,9,6,11,9,11,7,9,6,5,5,11,7,9,6,9,9,8,6,9,9,8,7,10,9,11,8,11,Black_footed_Albatross
11,10,6,9,8,10,8,12,7,8,4,6,6,12,9,11,7,9,6,8,9,10,9,10,9,10,9,10,9,12,8,12,12,12,6,8,9,10,9,12,6,9,6,7,8,11,6,9,7,8,4,11,10,9,8,10,10,12,9,11,11,11,9,9,12,13,8,10,9,7,7,13,7,9,6,11,8,7,6,8,7,8,8,9,10,11,5,8,9,11,9,10,11,12,9,13,12,13,8,10,8,8,5,11,8,14,9,11,6,5,5,10,6,11,9,12,9,10,7,9,10,11,9,12,9,12,9,12,Black_footed_Albatross
15,8,2,7,11,9,5,11,10,7,2,4,7,9,4,10,6,6,3,8,13,10,6,7,10,8,6,9,14,13,5,8,15,9,2,7,13,10,4,11,9,5,3,5,8,9,3,7,5,4,2,11,13,9,6,5,11,10,6,11,15,11,6,8,15,11,4,9,13,6,2,9,9,8,3,9,7,5,2,4,6,5,5,8,13,13,2,4,10,8,5,10,15,13,6,11,15,11,4,9,12,8,2,8,11,12,5,8,6,4,2,8,6,8,5,12,12,10,4,7,11,7,6,13,13,13,5,10,Black_footed_Albatross
13,8,5,6,8,7,8,13,8,7,4,5,6,9,8,11,6,7,5,6,8,9,9,10,7,9,8,10,10,11,9,11,14,9,6,6,9,8,8,14,7,7,5,6,7,10,6,8,7,6,3,10,9,9,8,9,7,10,8,12,13,10,9,9,13,11,8,9,9,6,7,13,7,9,6,11,7,6,6,8,7,7,8,9,9,9,5,7,7,10,9,12,13,12,8,10,13,10,7,9,8,8,6,11,8,11,8,10,6,5,6,10,6,10,8,12,9,8,6,8,7,9,10,15,10,13,8,8,Black_footed_Albatross
13,9,4,8,11,8,5,10,8,7,3,6,9,10,5,9,6,6,4,9,13,9,5,7,8,8,7,12,12,12,6,9,14,11,5,7,12,10,6,10,6,7,4,7,10,11,4,7,6,5,3,13,14,9,5,7,9,10,7,14,15,10,7,8,14,12,6,9,11,7,5,11,7,8,4,11,10,7,4,5,6,6,5,10,14,12,3,6,9,9,6,11,15,12,8,11,14,11,6,8,10,8,4,10,9,12,6,10,8,5,4,8,7,8,6,12,13,10,5,8,11,8,6,12,13,14,6,11,Black_footed_Albatross
9,10,9,9,4,6,7,11,10,9,5,6,4,8,7,10,10,9,5,6,5,6,7,10,6,9,6,6,6,7,7,9,10,11,8,8,5,8,8,10,9,10,6,6,4,8,6,8,11,8,4,6,5,7,7,9,6,9,8,7,7,7,8,7,10,8,6,9,6,6,8,11,10,9,6,8,4,6,7,9,10,8,8,5,6,7,5,8,5,8,10,7,8,7,6,10,9,6,4,7,6,11,10,12,10,10,6,7,4,5,7,12,9,9,8,8,6,7,5,9,7,6,9,8,7,9,5,10,Black_footed_Albatross
9,11,7,9,7,8,10,11,8,9,4,5,5,10,10,11,7,8,7,6,6,8,11,9,6,8,10,7,5,10,12,11,11,11,7,7,8,9,10,11,8,9,5,6,6,9,7,9,9,7,4,8,7,8,10,11,6,10,11,10,8,9,11,8,11,10,7,9,9,8,8,13,9,9,6,10,6,6,6,10,9,8,8,8,7,9,5,7,5,9,10,10,7,9,8,8,10,9,7,9,8,11,8,13,9,12,9,10,5,5,6,12,7,10,9,11,6,7,7,8,6,8,9,10,5,11,9,9,Black_footed_Albatross
10,12,8,8,6,8,10,12,8,8,5,5,4,9,10,13,5,7,7,7,7,11,12,10,5,9,11,10,8,14,13,11,11,12,8,7,7,9,10,12,8,9,6,5,4,8,8,12,5,6,4,10,8,10,12,11,6,10,11,12,9,13,12,9,11,11,10,8,7,7,9,13,8,12,9,9,4,5,7,8,5,9,11,10,7,11,6,6,5,10,11,12,9,12,11,11,10,12,10,8,6,9,9,12,8,14,11,9,4,5,7,10,5,11,12,13,7,9,8,8,6,10,12,15,8,12,12,11,Black_footed_Albatross
11,9,5,7,9,8,5,8,9,7,3,6,7,8,4,7,10,7,4,6,7,6,5,7,8,7,7,8,7,8,6,9,11,9,4,6,10,9,6,9,8,7,4,6,9,9,4,6,11,7,3,8,7,5,5,6,8,7,7,9,8,8,6,6,11,10,6,9,10,6,5,9,8,7,4,9,8,6,4,6,10,6,5,5,6,8,3,7,7,7,6,8,8,8,6,9,12,11,5,8,10,8,4,8,10,11,6,8,7,5,4,10,10,9,5,7,6,7,5,9,8,7,7,9,7,8,6,9,Black_footed_Albatross
10,13,8,9,8,8,7,9,7,10,5,5,6,9,6,9,8,10,6,6,6,8,7,8,8,10,9,8,8,11,9,10,12,12,7,7,9,9,9,13,6,9,6,6,7,10,7,8,9,8,4,8,6,7,8,8,8,11,11,9,9,9,10,8,12,12,7,7,8,6,9,15,7,8,6,8,7,6,8,10,9,8,6,5,6,9,7,8,7,9,8,8,9,9,10,11,12,13,6,7,7,7,8,13,8,13,8,8,6,5,7,12,7,11,6,8,6,7,7,11,8,8,8,9,8,10,10,11,Black_footed_Albatross
12,6,2,7,12,9,5,9,9,6,2,7,11,9,4,6,10,8,3,6,10,5,4,5,11,8,5,7,9,7,4,6,13,7,3,7,14,9,5,9,6,5,3,8,13,11,3,3,10,6,2,8,11,6,4,3,13,9,4,7,11,6,4,5,13,7,4,8,14,7,4,9,6,4,3,10,13,8,3,5,10,3,3,5,11,9,2,6,13,7,4,6,11,7,4,8,13,8,4,8,12,8,3,7,9,6,4,9,10,6,3,8,9,5,3,6,11,8,4,9,12,5,4,7,10,8,5,8,Black_footed_Albatross
13,8,4,7,10,8,5,11,10,6,2,5,7,9,5,10,8,6,3,6,10,7,5,6,10,8,6,8,10,9,5,8,15,10,4,6,11,9,5,10,8,7,3,6,8,10,4,6,8,5,2,10,12,7,5,5,11,9,6,10,12,8,5,7,15,10,6,9,11,5,4,11,9,7,4,11,8,5,4,6,8,4,4,8,12,10,3,5,11,7,5,8,12,9,6,11,15,9,5,9,10,7,3,11,11,10,5,9,7,4,3,10,8,6,4,10,11,8,4,8,12,6,5,10,10,10,6,10,Black_footed_Albatross
8,10,9,7,5,7,7,10,8,10,6,6,4,7,7,11,10,12,7,4,3,4,7,9,7,8,7,4,4,6,7,10,10,10,9,7,6,8,8,10,7,12,8,8,7,9,7,8,12,12,6,5,4,5,7,10,8,10,7,5,5,6,7,7,9,9,10,7,6,6,9,13,7,8,7,9,7,8,9,11,12,8,7,4,4,6,6,13,7,8,6,5,5,5,6,9,8,8,7,6,5,8,10,15,8,10,7,8,5,6,9,14,9,10,5,5,3,5,8,14,7,9,6,6,4,4,6,9,Black_footed_Albatross
12,11,4,9,11,11,5,12,8,10,4,6,8,10,5,8,7,9,4,7,10,9,5,6,11,11,6,9,10,12,4,9,13,12,4,8,13,13,5,11,6,9,4,7,10,11,4,5,7,7,3,11,11,9,4,5,12,13,7,10,11,10,5,8,13,11,5,11,12,8,5,12,7,7,3,10,10,8,4,7,7,5,4,8,11,13,4,7,11,9,5,9,11,13,6,12,14,11,5,10,11,10,4,12,8,11,5,9,8,7,4,11,6,8,4,10,10,10,5,9,12,8,4,11,10,13,6,11,Black_footed_Albatross
11,10,6,9,9,10,10,13,6,7,5,7,7,13,10,10,6,10,7,6,7,10,10,9,8,11,11,9,8,12,10,11,12,12,7,8,10,11,12,14,5,10,7,9,9,12,8,8,8,9,5,10,7,8,10,10,8,11,10,11,9,11,11,9,11,12,11,11,10,8,9,13,5,8,8,13,9,9,8,8,8,8,9,8,7,10,6,10,7,10,10,11,9,11,10,13,11,12,10,11,9,9,7,11,7,10,10,12,7,7,8,11,6,9,9,12,7,9,9,12,8,10,11,13,7,12,11,13,Black_footed_Albatross
13,9,4,7,7,6,8,11,11,7,3,5,5,7,8,11,9,8,5,4,5,6,8,8,7,7,7,6,7,8,8,8,13,8,3,5,8,6,7,11,10,7,3,5,7,6,5,8,10,6,3,7,6,5,6,6,8,8,7,7,8,7,7,5,13,9,4,7,9,5,3,8,10,8,4,7,7,5,2,6,9,6,7,5,6,7,2,5,7,8,7,7,8,8,6,8,13,10,6,8,8,6,3,7,12,10,7,7,5,4,3,11,9,7,7,7,6,6,5,10,8,6,8,9,7,8,7,9,Black_footed_Albatross
11,13,9,8,7,8,7,10,7,9,6,6,6,9,7,9,8,10,7,6,6,7,7,8,10,11,9,7,6,9,8,11,12,13,8,8,8,10,9,13,5,10,7,8,7,10,7,7,9,9,5,9,6,7,8,8,11,12,9,8,7,8,9,9,12,12,9,9,8,7,8,15,6,7,6,10,8,7,7,10,9,7,7,6,6,10,6,9,11,9,7,7,7,9,9,13,13,11,7,9,8,9,8,13,8,10,7,10,6,6,7,13,8,9,6,8,5,8,8,13,11,8,7,8,6,9,9,12,Black_footed_Albatross
9,4,3,8,9,8,3,5,9,9,3,7,9,8,3,5,12,11,2,5,6,5,4,5,6,6,3,5,5,6,4,5,8,6,4,6,12,9,4,8,7,7,4,8,11,10,3,4,13,9,3,9,7,5,3,4,8,8,4,7,6,6,3,3,8,7,3,9,12,7,4,8,8,4,3,12,11,9,6,7,13,3,3,5,6,9,4,9,6,5,4,6,7,8,3,5,8,8,5,10,10,8,2,5,10,8,4,9,9,6,4,9,12,5,3,7,6,6,4,11,6,3,4,6,6,9,4,6,Black_footed_Albatross
10,11,8,10,9,12,11,13,5,8,5,8,7,15,12,10,4,8,7,9,9,12,12,8,8,11,11,9,8,14,12,12,12,13,8,10,10,13,11,14,4,9,7,9,9,14,8,7,7,8,5,11,9,10,10,9,9,11,11,12,11,13,11,10,11,16,12,12,10,8,8,13,5,8,8,14,9,9,8,9,7,7,9,9,9,12,6,9,7,10,11,12,11,13,10,13,12,15,11,11,9,11,8,12,6,12,13,13,7,8,8,11,5,10,11,14,8,10,8,10,8,9,11,15,9,14,12,12,Black_footed_Albatross
8,10,9,9,7,11,7,9,8,10,5,6,5,10,5,9,10,10,6,7,9,8,5,8,9,7,8,7,7,9,6,10,9,11,8,8,7,10,9,11,6,10,7,7,7,12,6,6,10,9,5,8,7,7,7,9,9,6,7,7,7,9,9,9,8,10,8,9,7,7,11,12,6,7,5,10,7,8,9,9,10,8,5,5,6,9,7,10,9,8,6,7,7,8,9,11,7,8,7,8,7,10,9,11,8,10,7,9,5,6,9,12,9,12,6,7,6,8,9,11,9,9,7,7,6,8,10,11,Black_footed_Albatross
4,2,4,10,6,6,2,1,14,4,3,7,4,7,1,11,15,4,3,1,1,1,2,13,1,1,1,1,1,1,4,12,6,2,6,8,4,5,1,2,14,3,4,6,4,6,1,11,17,6,2,3,1,1,1,9,1,1,1,1,1,1,1,2,5,3,10,10,3,3,2,3,14,14,5,9,3,5,3,3,15,11,3,1,1,2,3,5,1,4,2,1,1,1,1,1,5,2,4,8,4,6,3,7,13,12,2,5,2,3,5,7,13,17,3,1,1,2,3,6,2,14,6,1,1,1,1,1,Black_footed_Albatross
14,7,3,6,10,8,5,10,11,6,2,4,6,8,6,10,4,5,4,8,16,10,6,6,10,10,8,9,12,11,6,8,15,8,4,5,11,8,5,10,10,5,3,4,7,9,5,9,3,3,2,11,16,11,7,6,10,10,7,10,14,11,7,8,15,9,5,8,11,5,4,9,10,9,5,10,7,4,3,4,4,6,6,11,16,12,3,3,10,9,6,9,14,12,7,11,14,9,5,7,10,7,3,7,11,11,6,9,6,4,3,7,5,7,6,12,14,10,5,5,12,8,7,10,12,13,8,11,Black_footed_Albatross
6,11,5,9,8,14,9,6,8,10,4,7,6,11,10,9,9,11,5,7,6,7,7,10,7,7,8,7,6,6,3,11,6,6,3,8,9,15,13,10,6,9,3,6,8,17,9,11,10,7,3,8,8,9,8,11,7,7,6,7,7,6,7,7,6,5,7,11,10,6,7,10,6,8,6,12,8,8,8,9,9,6,7,7,7,8,7,10,5,6,6,8,7,6,7,7,6,5,3,10,10,4,7,13,8,10,5,12,6,4,6,11,6,6,4,10,6,6,5,9,5,4,5,7,5,5,4,6,Laysan_Albatross
